FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,NormIMD,Tran_Dis,Tran_Dist,IMD_FID,IMD_LSOA21,IMD_LSOA_1,IMD_BNG_E,IMD_BNG_N,IMD_LAT,IMD_LONG,IMD_5min_C,IMD_HubDis,IMD_Distan,IMD_NormDi,IMD_Access,IMD_No Car,IMD_IMD Sc,IMD_NormIM,IMD_Income,IMD_Inco_1,IMD_Inco_2,IMD_Employ,IMD_Empl_1,IMD_Educat,IMD_Health,IMD_Barrie,IMD_Living,IMD_5min_1
3361,E01003524,Newham 019D,,542046,183617,51.5336,0.046574,93b53e4c-8af2-455e-b638-8902b8d55002,E01003524,UN1,Urban: Nearer to a major town or city,Urban,1728.325196,88078.38318,1728.325196,060daa81-dc96-42d7-bbcf-73c12405b688,0.51,0,0,3361,Newham 019D,,542046,183617,51.5336,0.046574,45,164.2365294,0.24,0.76,22.88,52,28.6,0.506426735,0.1,4,10573,0.1,5,22.6,-0.7,49.4,49.4,45
3362,E01003525,Newham 018D,,542343,183605,51.5334,0.050849,55da863c-be9c-4540-9269-e061c13be263,E01003525,UN1,Urban: Nearer to a major town or city,Urban,2312.062608,129160.3486,2312.062608,70711478-8da8-4513-9be1-79610ae346c2,0.56,0,0,3362,Newham 018D,,542343,183605,51.5334,0.050849,86,22.47159208,0.01,0.99,43.495,51,30.7,0.560411311,0.1,4,11285,0.1,7,17.1,-0.8,50.5,51.3,86
3363,E01003526,Newham 018E,,542440,183342,51.531,0.05214,bab6e75f-95c2-4746-89da-54a6d70f9aca,E01003526,UN1,Urban: Nearer to a major town or city,Urban,2091.463336,107078.6944,2091.463336,bd8a7869-c5ed-4455-b800-174207bfc68c,0.54,0,0,3363,Newham 018E,,542440,183342,51.531,0.05214,61,169.8706087,0.25,0.75,30.875,51,30.1,0.544987147,0.2,3,10320,0.1,5,17.3,0.1,51.5,36.3,61
3360,E01003523,Newham 024A,,542718,183164,51.5294,0.056073,f392b6fe-68f4-492c-977f-459db106825e,E01003523,UN1,Urban: Nearer to a major town or city,Urban,2776.29239,205482.5934,2776.29239,30f9a0ab-8c50-4dfb-927b-926594019b5e,0.58,0,0,3360,Newham 024A,,542718,183164,51.5294,0.056073,80,72.20739162,0.09,0.91,40.455,41.9,31.5,0.580976864,0.2,3,10825,0.1,4,17.8,0.1,50.5,31.8,80
3379,E01003542,Newham 024D,,542955,182907,51.527,0.059383,9dada3ff-cd1c-4a20-ad30-05bd18e6ec86,E01003542,UN1,Urban: Nearer to a major town or city,Urban,2538.004715,134232.7686,2538.004715,9e3b58bf-bfdd-4b08-ae25-04a1d8955651,0.61,0,0,3379,Newham 024D,,542955,182907,51.527,0.059383,79,122.7280733,0.17,0.83,39.915,41.9,32.8,0.614395887,0.2,2,11454,0.1,3,21.6,0.2,47.1,30,79
3365,E01003528,Newham 005A,,542962,184844,51.5444,0.060269,4e5cd327-9295-4026-84c7-1aeeaf70aecf,E01003528,UN1,Urban: Nearer to a major town or city,Urban,1965.712803,79663.2829,1965.712803,aeed9571-ea5c-4bee-a640-1094b49016cc,0.55,0,0,3365,Newham 005A,,542962,184844,51.5444,0.060269,31,232.7511477,0.36,0.64,15.82,44.9,30.4,0.552699229,0.2,2,14855,0.1,4,20,-0.3,55.1,21.1,31
3366,E01003529,Newham 010A,,542389,184738,51.5436,0.051969,14922776-c369-40be-bff7-746a64787f4b,E01003529,UN1,Urban: Nearer to a major town or city,Urban,2070.172669,117871.1451,2070.172669,8e1e424c-30b4-41ca-b230-82b58e52aa10,0.37,0,0,3366,Newham 010A,,542389,184738,51.5436,0.051969,83,117.298754,0.17,0.83,41.915,43.6,23.4,0.372750643,0.1,4,7802,0.1,6,14.8,-0.7,50.4,31.2,83
3367,E01003530,Newham 010B,,542756,184705,51.5432,0.057244,72baffb8-0cca-457f-952c-48f8611f9c6d,E01003530,UN1,Urban: Nearer to a major town or city,Urban,1615.823317,120731.1654,1615.823317,853e3885-201a-4461-a24a-b8f972c9541f,0.33,0,0,3367,Newham 010B,,542756,184705,51.5432,0.057244,48,180.2725442,0.27,0.73,24.365,43.6,21.9,0.334190231,0.1,4,7119,0.1,6,13.9,-0.6,48.7,23.7,48
3369,E01003532,Newham 010D,,542506,184504,51.5415,0.05356,648e0129-436c-4231-a9a4-92dc7b45d9db,E01003532,UN1,Urban: Nearer to a major town or city,Urban,1746.925609,111865.9545,1746.925609,41211f9c-9592-47f5-8d42-8414c122cd0f,0.42,0,0,3369,Newham 010D,,542506,184504,51.5415,0.05356,95,86.42842079,0.12,0.88,47.94,43.6,25.3,0.42159383,0.2,4,6952,0.1,6,11.3,-0.6,46.1,42.1,95
3371,E01003534,Newham 010E,,542433,185053,51.5464,0.05273,4a9aacf2-f8e4-475d-81aa-28b7fce7474e,E01003534,UN1,Urban: Nearer to a major town or city,Urban,1817.606305,137215.3385,1817.606305,3d8808ec-2170-4ff3-b98d-64ccda7f9f29,0.42,0,0,3371,Newham 010E,,542433,185053,51.5464,0.05273,58,209.8462163,0.32,0.68,29.34,43.6,25.2,0.419023136,0.1,4,10513,0.1,6,19.5,-0.6,49.5,35.7,58
3454,E01003625,Newham 015A,,543141,184552,51.5417,0.06273,78839971-a2bc-47e5-b1c0-a57152cdeaae,E01003625,UN1,Urban: Nearer to a major town or city,Urban,3640.301713,318912.8923,3640.301713,66f3c9f3-126f-4b23-a5f5-0410737b3645,0.51,0,1,3454,Newham 015A,,543141,184552,51.5417,0.06273,0,625.8927257,1,0,0,42.3,28.6,0.506426735,0.1,4,9991,0.1,5,18,-0.3,56.8,39.2,0
3455,E01003626,Newham 015B,,542883,184414,51.5406,0.058957,6ab54e70-1e33-4636-ba0b-df30e87d6c94,E01003626,UN1,Urban: Nearer to a major town or city,Urban,1617.975951,102569.7356,1617.975951,d2ef0082-ac7b-48ca-8414-f2070156f80e,0.39,0,0,3455,Newham 015B,,542883,184414,51.5406,0.058957,1.5,266.9340759,0.41,0.59,1.045,42.3,23.9,0.385604113,0.1,5,7185,0.1,6,10.1,0,50.5,35.7,1.5
3368,E01003531,Newham 010C,,542070,184413,51.5407,0.047241,c0882768-10c7-45af-bb93-d65624ff3fb2,E01003531,UN1,Urban: Nearer to a major town or city,Urban,2412.356332,222401.0347,2412.356332,25491db0-7a31-4a60-83cd-b4481b5aecb6,0.52,0,0,3368,Newham 010C,,542070,184413,51.5407,0.047241,70,92.54768373,0.13,0.87,35.435,43.6,29.2,0.5218509,0.2,3,7842,0.1,5,14.2,-0.3,49.4,33,70
3456,E01003627,Newham 015C,,542891,184141,51.5381,0.058961,72bf218b-2198-4ce5-9633-cebf0f261a66,E01003627,UN1,Urban: Nearer to a major town or city,Urban,1673.364415,76271.98174,1673.364415,7e539ab7-9d54-46e9-a645-97977d618793,0.5,1,1,3456,Newham 015C,,542891,184141,51.5381,0.058961,0,446.9799303,0.71,0.29,0.145,42.3,28.4,0.501285347,0.2,3,9187,0.1,5,18.6,0.2,46.7,31,0
3412,E01003575,Newham 005B,,542792,185153,51.5472,0.057945,83ee8c77-d264-4ac1-83f3-741e57201a3a,E01003575,UN1,Urban: Nearer to a major town or city,Urban,2284.17757,147304.52,2284.17757,604ac64f-6837-4e84-b56d-ec05fde298a4,0.54,0,0,3412,Newham 005B,,542792,185153,51.5472,0.057945,41,145.7952017,0.21,0.79,20.895,44.9,29.8,0.537275064,0.2,3,8576,0.1,4,26.7,-0.4,47.1,25.6,41
3416,E01003579,Newham 004A,,542654,185397,51.5494,0.056055,16f830a0-1187-4975-bac4-911c3a816dac,E01003579,UN1,Urban: Nearer to a major town or city,Urban,1968.638221,98302.28942,1968.638221,f2993794-c54e-4133-aa59-0040a201d958,0.5,0,0,3416,Newham 004A,,542654,185397,51.5494,0.056055,47,205.2240013,0.31,0.69,23.845,49.5,28.5,0.503856041,0.2,4,8444,0.1,5,29.4,-0.1,46.9,37.3,47
3422,E01003585,Newham 004B,,542396,185452,51.55,0.052359,fcdada16-a317-4b27-9405-b9de987cc641,E01003585,UN1,Urban: Nearer to a major town or city,Urban,1580.553693,72930.12492,1580.553693,31c6e857-bc41-4c8a-8def-fbce31c2b15d,0.49,0,0,3422,Newham 004B,,542396,185452,51.55,0.052359,18,277.8548572,0.43,0.57,9.285,49.5,28,0.491002571,0.2,4,4955,0.1,6,25,0,51.3,29,18
3424,E01003587,Newham 004C,,542073,185263,51.5484,0.047627,a2c52491-da2c-4ec2-910d-c41fc727dac4,E01003587,UN1,Urban: Nearer to a major town or city,Urban,3325.452334,161177.65,3325.452334,8354c0a6-ecdc-48f0-adc6-f923c0b93fca,0.49,0,0,3424,Newham 004C,,542073,185263,51.5484,0.047627,64,171.0548803,0.25,0.75,32.375,49.5,28,0.491002571,0.2,3,15162,0.1,5,15.9,-0.3,50,23.6,64
3425,E01003588,Newham 011D,,541794,184904,51.5452,0.043461,c6e0b592-b250-40b8-926c-52d0f925bca5,E01003588,UN1,Urban: Nearer to a major town or city,Urban,1762.341287,74496.91395,1762.341287,5e06d427-5f73-46db-bb73-0d90e7e9ad73,0.52,0,0,3425,Newham 011D,,541794,184904,51.5452,0.043461,17,317.7081673,0.49,0.51,8.755,40.9,29.2,0.5218509,0.2,3,6454,0.1,5,19,0,51.5,30.5,17
3426,E01003589,Newham 011E,,541975,184764,51.5439,0.046013,f06d9cee-ec5a-4fcb-ae4d-c57c8c315276,E01003589,UN1,Urban: Nearer to a major town or city,Urban,1620.094894,137437.0081,1620.094894,2f037a78-6d2f-4dff-b81b-c13d6f93496c,0.46,0,0,3426,Newham 011E,,541975,184764,51.5439,0.046013,25,276.9477176,0.43,0.57,12.785,40.9,26.8,0.460154242,0.2,3,5724,0.1,6,19.7,-0.1,50.4,28.1,25
3388,E01003551,Newham 009A,,540065,184741,51.5442,0.01848,8d2a7ad6-6d56-42a5-b498-8915408e38f3,E01003551,UN1,Urban: Nearer to a major town or city,Urban,1717.3069,95354.01312,1717.3069,80d4bad3-faa6-4e3d-ac9d-a3334ec4623a,0.67,0,0,3388,Newham 009A,,540065,184741,51.5442,0.01848,65,141.4399579,0.21,0.79,32.895,58.9,35,0.670951157,0.2,3,10923,0.1,4,10.9,0.9,52.5,33.7,65
3389,E01003552,Newham 016A,,540201,184627,51.5431,0.020394,ae3a4f89-716e-4871-9178-ca10648e2c3b,E01003552,UN1,Urban: Nearer to a major town or city,Urban,1957.519894,106435.4352,1957.519894,4f7f77d1-ab96-497f-a14e-92139ce21001,0.54,0,0,3389,Newham 016A,,540201,184627,51.5431,0.020394,19,277.8549564,0.43,0.57,9.785,47.7,29.8,0.537275064,0.2,3,15700,0.1,4,16.3,-0.1,47.9,37.5,19
3390,E01003553,Newham 009B,,539694,184821,51.545,0.013165,be551d7d-c3b1-4e97-880e-dcce7bcbc766,E01003553,UN1,Urban: Nearer to a major town or city,Urban,1900.108169,104076.3767,1900.108169,5d4fadf8-42ac-4a46-a6e2-01511cd5988f,0.69,0,0,3390,Newham 009B,,539694,184821,51.545,0.013165,74,120.3320959,0.17,0.83,37.415,58.9,35.8,0.69151671,0.2,2,13549,0.1,3,12.4,0.5,46.7,34.5,74
3391,E01003554,Newham 009C,,539810,184489,51.542,0.014705,69335914-c265-4dc8-bfa0-c2e413e62fe9,E01003554,UN1,Urban: Nearer to a major town or city,Urban,1849.64639,97792.53904,1849.64639,015e6d2d-b567-4fe5-a223-abe982be7b74,0.33,0,0,3391,Newham 009C,,539810,184489,51.542,0.014705,21,220.956902,0.34,0.66,10.83,58.9,21.9,0.334190231,0.1,5,12721,0.1,7,10.7,-0.1,45,30.9,21
3394,E01003557,Newham 006D,,539956,185060,51.5471,0.017036,a945d5c2-149f-4a46-b97b-ef2c55a73a88,E01003557,UN1,Urban: Nearer to a major town or city,Urban,2852.2375,176312.037,2852.2375,bdf6a345-2be9-438a-a85f-2b17dafcc5bf,0.72,0,0,3394,Newham 006D,,539956,185060,51.5471,0.017036,75,160.2374688,0.24,0.76,37.88,53.7,36.8,0.71722365,0.2,2,5941,0.1,3,11.4,0.3,51.2,39.5,75
3395,E01003558,Newham 008B,,540432,184873,51.5453,0.023821,de6093cc-663b-4610-a8a8-84c635cf544c,E01003558,UN1,Urban: Nearer to a major town or city,Urban,2242.601808,150344.8925,2242.601808,ffa90e62-ed12-4b4d-a16e-a960639404f7,0.76,0,0,3395,Newham 008B,,540432,184873,51.5453,0.023821,85,111.2820766,0.16,0.84,42.92,51.2,38.3,0.755784062,0.2,2,8277,0.1,4,24,0.2,50.4,36.2,85
3386,E01003549,Newham 006C,,539569,185177,51.5482,0.011505,d1277b13-1267-4254-bac2-c420547ca945,E01003549,UN1,Urban: Nearer to a major town or city,Urban,2267.846897,118320.659,2267.846897,ede68839-2076-42e1-9451-8d743e2dab61,0.43,0,0,3386,Newham 006C,,539569,185177,51.5482,0.011505,66,138.0624538,0.2,0.8,33.4,53.7,25.6,0.429305913,0.1,4,11323,0.1,5,14.2,-0.1,48.3,25.8,66
3396,E01003559,Newham 009D,,539403,184822,51.5451,0.008972,0652f86a-563f-4c65-b4b7-2d83016840a9,E01003559,UN1,Urban: Nearer to a major town or city,Urban,2542.630518,154925.4576,2542.630518,ff66650d-72a5-41b8-9089-727e0b903219,0.3,0,0,3396,Newham 009D,,539403,184822,51.5451,0.008972,90,77.90378583,0.1,0.9,45.45,58.9,20.7,0.303341902,0.1,5,11076,0.1,7,8.6,-0.1,46.9,29.7,90
3448,E01003618,Newham 012C,,539288,184464,51.5419,0.007173,792f5692-1451-472b-aaa5-129ceeb9f92a,E01003618,UN1,Urban: Nearer to a major town or city,Urban,2285.939582,160469.1146,2285.939582,9cc2ba97-6832-4dd1-bedd-9a900ee69df2,0.46,0,0,3448,Newham 012C,,539288,184464,51.5419,0.007173,71,62.5454918,0.08,0.92,35.96,67,26.8,0.460154242,0.1,5,9162,0.1,7,10.8,-0.3,44.2,52.5,71
3464,E01003635,Newham 016D,,539940,184058,51.5381,0.016407,5e820211-32e2-4068-a15e-7ca774fb4ec2,E01003635,UN1,Urban: Nearer to a major town or city,Urban,3748.525576,396524.8893,3748.525576,e0cbaaae-32c5-4006-a7f1-e3b97458a494,0.4,0,0,3464,Newham 016D,,539940,184058,51.5381,0.016407,45,199.37955,0.3,0.7,22.85,47.7,24.6,0.403598972,0.1,4,8542,0.1,5,10.9,-0.5,43.5,28.1,45
3465,E01003636,Newham 020E,,539385,184010,51.5378,0.008391,0a787fd3-c0e0-4e1a-b002-03ec4624658a,E01003636,UN1,Urban: Nearer to a major town or city,Urban,2611.089084,196109.3238,2611.089084,a100c091-ea08-4077-a9b7-4384c832430b,0.6,0,0,3465,Newham 020E,,539385,184010,51.5378,0.008391,67,61.89273093,0.07,0.93,33.965,53,32.3,0.601542416,0.2,2,9813,0.1,4,17,0.2,46.3,22.8,67
3397,E01003560,Newham 011B,,541506,184826,51.5446,0.03928,eda7bbd6-6404-4f1f-86f8-311bde89f7c6,E01003560,UN1,Urban: Nearer to a major town or city,Urban,1258.543549,79389.43534,1258.543549,d2c618d0-abfb-4afe-a006-b51ddb143b84,0.49,0,0,3397,Newham 011B,,541506,184826,51.5446,0.03928,40,177.0290134,0.26,0.74,20.37,40.9,28,0.491002571,0.2,3,9503,0.1,4,21,-0.4,49.7,30,40
3398,E01003561,Newham 007C,,541314,184910,51.5454,0.036547,83086a89-0b0e-460d-a8ab-b5aef563332d,E01003561,UN1,Urban: Nearer to a major town or city,Urban,2194.416272,79551.92329,2194.416272,24b083e3-362c-4433-823e-1524312abdb2,0.38,0,0,3398,Newham 007C,,541314,184910,51.5454,0.036547,92,61.27709682,0.07,0.93,46.465,41.1,23.7,0.380462725,0.1,4,9768,0.1,6,17.6,-0.5,49.2,28.1,92
3399,E01003562,Newham 014A,,541271,184571,51.5424,0.035791,088a8714-b38f-42e8-a0f2-a33cafc0b1a8,E01003562,UN1,Urban: Nearer to a major town or city,Urban,1946.357483,98370.33146,1946.357483,8a8a9b4a-92e5-49f8-a6e7-051299ef06ef,0.44,0,0,3399,Newham 014A,,541271,184571,51.5424,0.035791,97,105.1969894,0.15,0.85,48.925,41.1,25.9,0.437017995,0.1,4,12531,0.1,6,18.9,-0.5,52,35.1,97
3400,E01003563,Newham 011C,,541583,184562,51.5422,0.040283,ce7704c7-7a42-4df5-8d2e-e152e11d008a,E01003563,UN1,Urban: Nearer to a major town or city,Urban,1413.378818,91063.65065,1413.378818,d7b6e544-4093-4dcf-a727-5edcec4ab06b,0.47,0,0,3400,Newham 011C,,541583,184562,51.5422,0.040283,40,200.7040778,0.3,0.7,20.35,40.9,27.1,0.467866324,0.2,3,3809,0.1,5,25.6,-0.5,50,31.9,40
3423,E01003586,Newham 003C,,541649,185146,51.5474,0.041469,8708ad30-d2c3-4dc7-807e-d71944fdce63,E01003586,UN1,Urban: Nearer to a major town or city,Urban,2054.965174,149160.4492,2054.965174,9479af40-b020-447a-8265-e5aeb3f2b43c,0.54,0,0,3423,Newham 003C,,541649,185146,51.5474,0.041469,62,106.6171434,0.15,0.85,31.425,45.7,30,0.542416452,0.2,3,6105,0.1,5,20,0.1,48.3,36.4,62
3370,E01003533,Newham 011A,,541735,184264,51.5395,0.042354,88548508-ee95-4fbf-a337-9dc854e19183,E01003533,UN1,Urban: Nearer to a major town or city,Urban,1946.087911,114452.16,1946.087911,0354ec34-d982-4f9f-af43-8b038d12d34e,0.48,0,0,3370,Newham 011A,,541735,184264,51.5395,0.042354,81,104.8551873,0.15,0.85,40.925,40.9,27.6,0.480719794,0.2,3,9322,0.1,5,16.6,-0.2,47.5,38.2,81
3401,E01003564,Newham 014B,,541277,184340,51.5403,0.035785,74d7b30d-b0f8-430a-83ad-5892e35ce667,E01003564,UN1,Urban: Nearer to a major town or city,Urban,1925.478242,108723.5874,1925.478242,8d7248fe-94a1-4d2e-8e6f-1af2ab3d1adf,0.48,0,0,3401,Newham 014B,,541277,184340,51.5403,0.035785,67,181.3291908,0.27,0.73,33.865,48.3,27.4,0.475578406,0.2,3,8288,0.1,5,14,-0.2,50.6,30,67
3402,E01003565,Newham 014C,,541607,184076,51.5378,0.040434,ad01c6cc-e659-4dc6-881d-0a9ceab888a0,E01003565,UN1,Urban: Nearer to a major town or city,Urban,1316.243413,90240.8645,1316.243413,bd027597-e86e-4557-82a4-4ff8b2fa1e33,0.42,0,0,3402,Newham 014C,,541607,184076,51.5378,0.040434,94,88.42974531,0.12,0.88,47.44,48.3,25.4,0.424164524,0.2,3,7772,0.1,7,14.1,0.1,49.8,28.7,94
3392,E01003555,Newham 007B,,541054,185293,51.5489,0.032953,298c6b23-31f3-42d0-abcb-e29b4d033fbc,E01003555,UN1,Urban: Nearer to a major town or city,Urban,2161.662427,168528.2625,2161.662427,b539db9e-6f4f-47ab-9b79-78339a2b35bf,0.43,0,0,3392,Newham 007B,,541054,185293,51.5489,0.032953,36,220.0459666,0.33,0.67,18.335,41.1,25.8,0.434447301,0.1,4,6664,0.1,6,12.1,-0.1,44.7,36.7,36
3393,E01003556,Newham 008A,,540576,185184,51.548,0.02602,086cd3cd-60bd-4cc6-8158-f91d08248aa4,E01003556,UN1,Urban: Nearer to a major town or city,Urban,2115.949436,138028.7688,2115.949436,6edacfbd-a067-4e0e-b33e-a03351de8448,0.86,0,0,3393,Newham 008A,,540576,185184,51.548,0.02602,74,117.134765,0.17,0.83,37.415,51.2,42.3,0.858611825,0.3,2,10897,0.1,3,21.6,0.2,49.6,41.7,74
3404,E01003567,Newham 007D,,541122,184960,51.5459,0.0338,5106b813-e351-4f80-896b-ec23750ecc4e,E01003567,UN1,Urban: Nearer to a major town or city,Urban,1663.375086,98159.67957,1663.375086,0033574b-bb8f-49a6-865d-77a21458cf75,0.6,0,0,3404,Newham 007D,,541122,184960,51.5459,0.0338,92,153.1899438,0.22,0.78,46.39,41.1,32.1,0.596401028,0.2,2,8831,0.1,4,22.4,0,49.6,32.1,92
3407,E01003570,Newham 008C,,540807,184874,51.5452,0.029226,2508a3df-4aa3-4c37-83f6-cfe1293f6bdc,E01003570,UN1,Urban: Nearer to a major town or city,Urban,1818.724733,102583.0207,1818.724733,b3b2c28f-a606-4b8b-972d-7e3951dd5a19,0.58,0,0,3407,Newham 008C,,540807,184874,51.5452,0.029226,81,183.3874223,0.27,0.73,40.865,51.2,31.3,0.575835476,0.2,3,10781,0.1,5,22.6,0.1,50.7,35.5,81
3408,E01003571,Newham 008D,,540839,184672,51.5434,0.029606,703e5e8d-cb50-419e-a30b-ac76bc11dcca,E01003571,UN1,Urban: Nearer to a major town or city,Urban,1991.708032,105063.8665,1991.708032,4b550e0c-47e1-4102-a086-07d4174cf376,0.49,0,0,3408,Newham 008D,,540839,184672,51.5434,0.029606,69,201.3621329,0.3,0.7,34.85,51.2,28,0.491002571,0.2,3,7849,0.1,5,16.8,0,51.6,24.9,69
